id,album_title,eng_album_title,album_rd,album_seq,track_title,kor_track_title,eng_track_title,lyrics,hidden_track,remix,featured,performed_by,repackaged,lang,has_full_ver
36,Skool Luv Affair (Special Addition),Skool Luv Affair (Special Addition),2014-05-14,8,Tomorrow ,,Tomorrow ,"same day, same moon
24/7 every moment repeats
my life is in between
jobless twenty-somethings are afraid of tomorrow
it’s funny, you think anything is possible when you’re a kid
when you feel how hard it is to get through a day
i keep feeling down like control beat gets downed
every single day is a repetition of ctrl+c, ctrl+v
i have a long way to go but why am i running in place?
i scream out of frustration but the empty air echoes
i hope tomorrow will be different from today
i’m just wishing

follow your dream like breaker
even if it breaks down, oh better
follow your dream like breaker
even if it breaks down, don’t ever run backwards, never

because the dawn right before the sun rises is the darkest
even in the far future, never forget the you of right now
wherever you are right now, you’re just taking a break
don’t give up, you know
don’t get too far away, tomorrow

don’t get far away, tomorrow
don’t get too far away, tomorrow

the tomorrow we’ve been waiting for
becomes the name of yesterday at some point
tomorrow becomes today, today becomes yesterday
tomorrow becomes yesterday and is behind me
life isn’t about living along but living through
as you live through, you’ll disappear some day
if you keep spacing out, you’ll be swept away
if you ain’t no got the guts, trust
it’ll all become yesterday anyway so what’s the use?
i wanted to become happy and strong but why am i getting weaker?
where am i going? i’m going here and there but i always come back here
yeah, i’ll probably flow somewhere, is there an end to this maze?
i have a long way to go but why am i running in place?
i scream out of frustration but the empty air echoes
i hope tomorrow will be different from today
i’m just wishing

follow your dream like breaker
even if it breaks down, oh better
follow your dream like breaker
even if it breaks down, don’t ever run backwards, never

because the dawn right before the sun rises is the darkest
even in the far future, never forget the you of right now
wherever you are right now, you’re just taking a break
don’t give up, you know
don’t get too far away, tomorrow

tomorrow, keep walking, we’re too young to stop
tomorrow, open the door, we see too much to shut the door
when the dark night passes, a bright morning will come
when tomorrow comes, the bright light will shine so don’t worry
this isn’t a stop but just a pause in your life for a break
turn up your thumbs and press play so everyone can see

follow your dream like breaker
even if it breaks down, oh better
follow your dream like breaker
even if it breaks down, don’t ever run backwards, never

because the dawn right before the sun rises is the darkest
even in the far future, never forget the you of right now
wherever you are right now, you’re just taking a break
don’t give up, you know
don’t get too far away, tomorrow

don’t get far away, tomorrow
don’t get too far away, tomorrow",FALSE,FALSE,,BTS,TRUE,KOR,FALSE
37,Skool Luv Affair (Special Addition),Skool Luv Affair (Special Addition),2014-05-14,9,BTS Cypher PT. 2 : Triptych ,,BTS Cypher PT. 2 : Triptych ,"because of who? because of j-hope
because of who? because of rap mon
again, because of who? because of suga
all of the style and flow is because of bangtan

the kids who will lead the 21st century hallyu has started to play
we're seven wolves, gathering the lambs with a trap
we pull through all the broken rap from now on
we keep driving forward, giants on the beats
bangtan cypher right here, psycho right here
whoever's in the ring, we'll win, rap fighter right here
i'll say hi, you'll say bye, a burnt tire, we're different
fire, hot choir, captivating k-pop like psy
my rap is huge, i'll say right in your ear, bug that
our riots got successively stronger
don't need long explanations, just explain with a rap
bts, follow the leader, let's go now
what

i'm a rap wiper, a complete psycho, if i'm a dicer, then i have all the dice
cypher, if you're nice, i'm nicer
if you're pride, then i'm a chrysler, that means i'mma priceless
who are you to judge my rap? rapper?
this is one piece, i'm a whitebeard, you just have long beards like catfish, bucket
hehe haha, honk honk, 300 per hour
i'm going through the process of working hard
i won't discriminate but catch them all, tombstone, knock knock knock out
fire in the hole beat bing bing pow pow, you'll cry and look for your dad
my voice constricts the voices of the plain rappers at all times, like the pc cafe closing
this is a kingdom, i'm a king, you're dumb
i'm chew you and swallow, you're bubblegum
on top of the running man is the flying man
on top of the flying man is the one who rides on him
that's me, beat, a badder guy than rain
like rags, i just hang it up, after i play with it, i rip up your eardrums, boom boom boom
this is the curse of my dawn, a nightmare, a riot, serial murder, theft, doom doom doom
you're like a kakaotalk with no friends, no reason to look
did you already wet your pants? sorry, there's no bathroom
i'm commanding you, let go of the mic and get up
just do the ""chun"" because you have no ""shil""
i'll push you out because i really don't like you
i'm good at sewing, putting it into practice
i'm growling right now, you're in a bit of danger
just do the ""yeon,"" like i said, you have no ""shil""
rise and rise to the sky but get ripped, bucket, i've forgotten you
my voice, my hegemony, i made it from one to ten
i put the whole world on my tongue
i play with big boys, i ain't spittin low sh
on the cd or the tv, you can see me, envy me, it's a pity, gee gee
beat i'mma monster i rap with a prospect, yeah i rap with a mindset i'm a suspect
sucka where yo rhymes at where you lines at? i'm da king, i'm the god so where ma emperors at?
i parachute on my neverland, i'mma peter pan, so this will never end
you know when i ride on my g5 you sit first class and satisfy and i keep giggling
keep gigglin, keep jigglin, bring yo booking mic beat, wanna have a go?
hyungs who are sick with pride and strange beliefs get lost after 8 measures
you old catepillars, i'll give you this beat, give it a try
hey, start talking when you can start rapping
there should be a law restricting you from rapping

because of who? because of j-hope
because of who? because of rap mon
again, because of who? because of suga
us three gather together and shout out a new generation
because of j-hope
because of who? because of j-hope
because of who? because of rap mon
again, because of who? because of suga
the next batter will rap on top of this beat

speech and action are like shackles, my crime is assault with my tongue
you're so bad ever since you were born
if you're gonna whine about this beat, just leave
look at the arrogance of the hip-hop con artists
when you were playing underground, bts was playing at ground level
compared to you who sleeps all night, i'm a workaholic, shoppaholic
overspending on my pens that are more in number than your fans, if i go all in and shoot, it's a goal in
goal in, i'm ballin, when i hear your rap, i'm about to throw up
my voice even bewitches your girlfriend
the studio is my playground, my partner is a pen and paper
you think being escorted makes you powerful, i hope you put down your mic
if i'm the sun, you're the moon, because when i rise, you go down
all you hip-hip designer brand bastards, come down from the foamy bubbles
hey you brats, your crappy rap is a burden to others
take a break and wait, just go to hawaii, go home
see how far i go, all the rotten roots will be replaced
everyone, let's play a game, without efforts, you'll just be grieving
you think you can do music? just go look for a part-time job
although your short and thin career will get you nowhere
i hope you survive, keep rotting away, that's your label
your life is like a mudfish, your rap is recycled
you save up and divide up the flow, write it up and use it again
hey beat, know that you're embarrassing, just with 24 measures, you lay down sick
compared to your size, your rap is so thin
like your parents, my heart hurts every time i see you
i'll put a period at the artery of your music career",FALSE,FALSE,,RM; SUGA; J-HOPE,TRUE,KOR,FALSE
38,Skool Luv Affair (Special Addition),Skool Luv Affair (Special Addition),2014-05-14,10,등골브레이커 (Spine Breaker) ,등골브레이커,Spine Breaker,"(la la la la la la la la la)
yeah yeah yeah yeah yeah yeah
(la la la la la la la la la)
yeah yeah yeah yeah yeah yeah
(la la la la la la la la la)
you know bts is back!

with shoes worth a couple hundred, padded jacket worth a couple thousand
with a watch worth a couple hundred you feel good about yourself
education goes over the hill and student identity goes over the hill too
the class system of the 21st century is divided into two
those who have and those who haven’t
those who wear the shoes and those who don’t
those who have the clothes and those who don’t
and those who try hard to get those things
what’s going on? are you falling behind on the trend?
you whined and complained to get it, did i strike a nerve?
in your padded jacket, your greed fills it up
even after seeing your parents’ curved spines, you’re so coldhearted
you complain that all your friends have it and that they should buy it for you
(ayo baby) stop being so immature
you won’t freeze just because you don’t have that jacket
fill your head with good sense before it’s too late

wow, it feels good, putting on your dirty clothes
you’re something different, rockin, rollin, swaggin, swagger, wrong!
what is wrong with you? you’re crazy baby
that is what will suffocate your heart, dirty clothes

(la la la la la la la la la)
you are a spine breaker
(la la la la la la la la la)
your parent’s spine breaker
(la la la la la la la la la)
some day, you’ll regret it
(la la la la la la la la la)
those damn spine breakers

what’s up, kid? you don’t know how good you have it these days
maybe i’m crossing the line for butting in other people’s lives
why do you keep saying those empty words?
i’m saying i’ll spend my own money that i received
you’ll only be satisfied if i spend my money like you spend yours
please go take care of yourself
it’s about your life, if you were me, i wouldn’t say anything
yeah, my jacket is really expensive and not pretty at all
(but i say) i really want it so what do i do?
friends who are poorer than me have it too
(and i say) i have no choice but to buy it if i don’t wanna be an outcast
people my age are all like this
yeah i dunno, yes i’m loco, is it no-no?
i know they ain’t cheap but they got mojos
but i do what i gotta do, i don’t break my parent’s spines
the true breaker is you, who is old and stuck in your room

wow, it feels good, putting on your dirty clothes
you’re something different, rockin, rollin, swaggin, swagger, wrong
what is wrong with you? you’re crazy baby
that is what will suffocate your heart, dirty clothes

dirty clothes for you, dirty clothes for me
everyone experienced it before
wearing expensive clothes and walking on the street, feeling good about yourself
everyone looks smaller than me like i’m gulliver
whatever you wear, i understand but you’re too much
you’re gonna regret it
you can keep your swag on but how about your parents?
fine, i won’t stop you but make a decision now

wow, it feels good, putting on your dirty clothes
you’re something different, rockin, rollin, swaggin, swagger, wrong!
what is wrong with you? you’re crazy baby
that is what will suffocate your heart, dirty clothes

(la la la la la la la la la)
you are a spine breaker
(la la la la la la la la la)
your parent’s spine breaker
(la la la la la la la la la)
some day, you’ll regret it
(la la la la la la la la la)
those damn spine breakers",FALSE,FALSE,,BTS,TRUE,KOR,FALSE
39,Skool Luv Affair (Special Addition),Skool Luv Affair (Special Addition),2014-05-14,11,JUMP ,,JUMP,"(let’s jump!) throw your hands up and scream together, pump it up
(let’s jump!) throw your hands up and scream together, jumpin up
(let’s jump!) let’s jump
(let’s jump!) pay attention
(let’s jump!) put your hands to the sky and scream together, jumpin up

everybody say
(let’s jump!) all the dreamers
(let’s jump!) put your hands up
(let’s jump!) throw your worries away
let’s jump! jump! ju-ju-ju-jump!
(let’s jump!) all the dreamers
(let’s jump!) put your hands up
(let’s jump!) throw your worries away
let’s jump! jump! ju-ju-ju-jump!

the hero you’ve dreamed of since you were young
we used to jump, wanting to be heroes
but now we’ve grown and time has passed
you’re becoming an adult but i wanna rewind
to the times when the 10-year-old boy sang the theme song to his favorite superhero comic
i wanna go back so i close my eyes and scream
but nothing changes, reality is the same
no matter who tries to stop me
i will go on my way
you only live once
leggo (leggo!)
leggo (leggo!)
even if i live for a day
i’ll have no regrets
let’s jump
let’s jump! (jump! jump! jump! jump!)

(let’s jump!) throw your hands up and scream together, pump it up
(let’s jump!) throw your hands up and scream together, jumpin up
(let’s jump!) let’s jump
(let’s jump!) pay attention
(let’s jump!) put your hands to the sky and scream together, jumpin up

everybody say
(let’s jump!) all the dreamers
(let’s jump!) put your hands up
(let’s jump!) throw your worries away
let’s jump! jump! ju-ju-ju-jump!
(let’s jump!) all the dreamers
(let’s jump!) put your hands up
(let’s jump!) throw your worries away
let’s jump! jump! ju-ju-ju-jump!

2007 is when my life changed
it’s been 7 years since i’ve sang
a killer of girls’ hearts
but sometimes, i go back to those frustrating times
facing myself, who was like a white piece of paper
that encounter awakens a different me
now i’ll go up on stage
and surprise everyone by jumping like jordan
ball!
go back a few years
taking out the trampoline from the corner of the room and jump around in the air
you used to feel the joy of each jump, feeling like you have everything
letting myself go to the innocent dreams
my childhood days was impatient to be an adult
but each day was filled with joy
so can i be the one, just can i be the one
that i... stop

(let’s jump!) throw your hands up and scream together, pump it up
(let’s jump!) throw your hands up and scream together, jumpin up
(let’s jump!) let’s jump
(let’s jump!) pay attention
(let’s jump!) put your hands to the sky and scream together, jumpin up

let’s jump & down, we are here, we are bts
beat down, if you’re ready, put your hands up high
it’s different from what you’ve dreamed of when you were little but we have met, we’re heroes, rappers in training
now jump to the stage, we are the new generation heroes
seven heroes-in-training, who were once immature, making a jump sound
instead of a trampoline, the place i need to jump on is the stage, crazily, up down
now don’t just talk about it, it’s time to spread my wings and go, let’s get it started
spread your shoulders, rock your body, empty your head, let’s go party

(let’s jump!) all the dreamers
(let’s jump!) put your hands up
(let’s jump!) throw your worries away
(let’s jump!) all the dreamers
(let’s jump!) put your hands up
(let’s jump!) throw your worries away
(let’s jump!) all the dreamers
(let’s jump!) put your hands up
(let’s jump!) throw your worries away",FALSE,FALSE,,BTS,TRUE,KOR,FALSE
40,Skool Luv Affair (Special Addition),Skool Luv Affair (Special Addition),2014-05-14,12,Outro: Propose ,,Outro: Propose ,"i give it to you
although it was a bit awkward, i want to give it all to you
i give it to you
to me, who sometimes cries and laughs, it’s only you
for you

the moment i first saw you
with short hair and a pretty school uniform
i only remember that image
you can’t go anywhere
you have to only look at me too
i don’t know why my heart is like this
i only think of you always
i’ll become a rhythm and a song
and sing it for you

(good to you)
i only have you
(good to you)
even if i’m far away
always stay by my side
(good to you)
you’re my everything
even if the difficult tomorrow comes
hold my hand

i give it to you
although it was a bit awkward, i want to give it all to you
i give it to you
to me, who sometimes cries and laughs, it’s only you
for you
(good to you)
(good to you)
good to you",FALSE,FALSE,,JUNGKOOK; V; JIMIN; JIN,TRUE,KOR,FALSE
41,Dark and Wild,Dark and Wild,2014-08-19,1,Intro: What Am I to You? ,,Intro: What Am I to You? ,"come here i’m bout to take u higher
we about to set this love on fire
i’ve never felt like this before
my mom couldn’t even stop me
i told you how i really felt
and in the end, i won
baby you should know you change
all of my negatives to positive
you put up your thorns
but i can see you’re a rose
who’s making my heart race again
the person is you
i still don’t know but
i’ll make you know everything about me
i want to be your oppa
i want to be recognized differently than the other dudes
it might seem like a typical line from a movie
but i have a sixth sense
yo i’ll be different i’ll be missin'
i’ll be kissin' ya all the time girl
i can take my eyes off you but i can’t take my heart off you
now this is the beginning, i’m yo pocket monster
you gave me your heart and i gave you all of mine
today is happier than yesterday
but why, but why

why am i finding an excuse to call you like i’m a sinner
it’s worse than before we started dating
it is not enough that we are a couple?
you always give short answers like yes, i’m sleeping, no
your messages don’t exceed 10 bytes
you’re like a goalkeeper who has lost her will
i’m like messi, running all over the place
i knew this wasn’t from the start
a fair game
it’s not that i wanted to win over you
but i didn’t want to keep losing either
even if we’re not couple-y and affectionate
i want to link arms with you like everyone else
and comfort each other and really mean it
what’s best for each other
the fact that you have a dry personality, i understand
because i’m always below you, under stand
it’s like i’m carrying you on my shoulders
i can’t do anything
my bitter smile has become a habit at some point
and you say you don’t like me but you don’t hate me either
am i rushing things? but if it’s not it, it’s not it
i have a partner in this puppy love
i just want to freely love
hold me, this is like a game
of tug-of-war without an opponent what you say

ah, baby don’t you play
even if you’re a fiery road, i’ll firmly walk on it
so please, don’t look at me as if
you’re looking at a stranger
when i was nothing to you
i keep thinking about those times
what am i to you girl what am i to you
i do love you crazy, uh, do you?
like this and like that, stop confusing me
if you’re gonna keep this up, let’s write up a contract
x number of kisses per day, x number of texts per day
if we do that
will i feel better?
what am i to you girl what am i to you
i do love you crazy, uh, do you?",FALSE,FALSE,,RM,FALSE,KOR,FALSE
42,Dark and Wild,Dark and Wild,2014-08-19,2,Danger ,,Danger ,"you’re in danger
you’re in danger
you’re in danger
you’re in danger

you treat me like this everyday
you only care about yourself like you are just you
i am just i, that’s your kind of formula
does your phone work right? really?
am i really your boy friend? i’m sick of this!
why are you holding back your expression of love like you put off your homework?
is it like a business relationship for you? or do you hate me or what?
don't don't dig it, don't don't
please be more affectionate! i pray for it again today

we are like parallel lines. we are so different though we both are looking at the same place
you are the only one that i got inside but i feel like that i’m outside of you
whenever i turn sulky you ask me, “are you mad at me?”
have you ever really done something to me?
you are a sweetie! but i’m just a poor boy
i wish the miracle would happen that you love more than i do

you don’t have me inside but i’m full of you. it drives me crazy
but why are you doing this to me?
why are you making a fool of me? now i’m warning you!
don’t get me twisted!

are you fucking kidding me? what am i to you?
am i easy to you? are you playing with me?
you are in danger now
why are you testing me? why are you testing me?
don’t get me twisted

are you fucking kidding me? what am i to you?
am i easy to you? are you playing with me?
you are in danger now
why are you testing me? why are you testing me?
don’t get me twisted

you hurt me so!
you hurt me so!
you hurt me so!
don’t get me twisted
you are too bad to me!
you are too bad to me!
you are too bad to me!
don’t get me twisted

contact. absence. unlock. wanted
i’m searching for your real intention
you always send me just 1 or 2 line of text messages and that’s it
was this really love i’ve wanted and dreamed?
where is the love story filled with ups and downs?
get soap opera heroes and heroines out of my way!
i am tearing my hair out like hundreds of times
you are so calm and feel no guilty, and you kick my ass

what am i? what am i? what am i to you?
i always heard your news not from yourself but from your friends
want you. want you. uh~ i want you
you are trickster. you are a criminal who shook my heart..
i had already wasted my heart even before it started to burn
my one-way proposes are waste of time
if i was not a lover but just a friend to you, maybe you would feel more comfortable. i’m such a love loser

you don’t have me inside but i’m full of you. it drives me crazy
but why are you doing this to me?
why are you making a fool of me? now i’m warning you!
don’t get me twisted!

are you fucking kidding me? what am i to you?
am i easy to you? are you playing with me?
you are in danger now
why are you testing me? why are you testing me?
don’t get me twisted

are you fucking kidding me? what am i to you?
am i easy to you? are you playing with me?
you are in danger now
why are you testing me? why are you testing me?
don’t get me twisted

you hurt me so!
you hurt me so!
you hurt me so!
don’t get me twisted
you are too bad to me!
you are too bad to me!
you are too bad to me!
don’t get me twisted",FALSE,FALSE,,BTS,FALSE,KOR,FALSE
43,Dark and Wild,Dark and Wild,2014-08-19,3,War of Hormone ,호르몬 전쟁,War of Hormone ,"because of who?
because of women
because of who?
hormones
because of who?

thank you for existing
please call me, i’ll buy you food
i think i’m crazy these days
women wear things that make me cough cough, see right through, see right through
(very much) thank you! for improving my eye sight
(natural lasik) don’t need to spend money
i’ll be in panic i’ll be a fan
and i’ll be a man of you you you you babe

my eyes keep turning to the girls (yup)
women are like an equation, us guys are the solution (yup)
wear them more, your high heels
i’m 18, i know what i need to know
that women are the best in the world
yes i’m a bad boy so i like bad girl
come here baby, we’re gonna hit it off

(hello hello) (what!)
(hello hello) (what!)
tell me what you want right now
(hello hello) (what!)
(hello hello) (what!)
imma give it to you girl right now

you’re not mine but you’re the best
my body twists and turns in front of you

i want to approach you but you’re seriously too beautiful

women are the best...
  best gift, best gift
my one true wish is
  only you, only you

everybody say

if it’s you, i’m ok
oh, i can’t control myself every day

great from the front, great from the back
from your head to your toes, you’re the best

la la la la la la la la la
  great from the front, great from the back
la la la la la la la la la
  from your head to your toes, you’re the best
la la la la la la la la la
  great from the front, great from the back
la la la la la la la la la
  even your walk is the best

it’s completely ridiculous
i don’t care about women i’ll hang out with once and say goodbye
but i learn when i see you, body 101
(it actually says body architecture as a movie reference, not body 101. )
my testosterone heavily shows up
after winning a war of hormones
i’ll do some research, your existence is against the rules, a foul
if the standard of beauty is in the ocean, you’re the deep ocean
a mini cultural asset that should be taken care of on a national level

her hair, body, waist, legs, even her other unspeakable parts
if anyone says he’s not interested in them, i’d be surprised as a man
the tiniest gestures make me lose it
girl, your temptations make me sit at my computer every night. (looking at her profile)
for her, it’s lady first
women are like cold ice mountains? let it go
a female that drives me crazy, provoking me every day
after fighting my hormones again today, i’ll pop my pimple

(hello hello) (what!)
(hello hello) (what!)
tell me what you want right now
(hello hello) (what!)
(hello hello) (what!)
imma give it to you girl right now

you’re not mine but you’re the best
my body twists and turns in front of you

i want to approach you but you’re seriously too beautiful

women are the best...
  best gift, best gift
my one true wish is
  only you, only you

if it’s you, i’m ok
oh, i can’t control myself every day

great from the front, great from the back
from your head to your toes, you’re the best

(because of who?) because of women
(because of what?) because of hormones
(because of what?) because i’m a man
(because i’m a guy?) because of women
(because of who?) because of women
(because of what?) because of hormones
(because of what?) because i’m a guy
(because i’m a guy?) because of women

women are the best...
  best gift, best gift
my one true wish is
  only you, only you

if it’s you, i’m ok
oh, i can’t control myself every day

great from the front, great from the back
from your head to your toes, you’re the best

la la la la la la la la la
  great from the front, great from the back
la la la la la la la la la
  from your head to your toes, you’re the best

la la la la la la la la la
  great from the front, great from the back
la la la la la la la la la
  from your head to your toes, you’re the best",FALSE,FALSE,,BTS,FALSE,KOR,FALSE
44,Dark and Wild,Dark and Wild,2014-08-19,4,Hip Hop Lover/Phile ,힙합성애자,Hip Hop Lover/Phile ,"people wonder why we love this h-i-p h-o-p, shit
why we got so much guys in this culture, tell me

it was a new world
i didn’t think much of writing or poems
but it came to me suddenly like shim chung
i used to be a flightless bird but it opened my eyes
but people keep askin’ baby
why you love that hiphop shit?
then i tell them, i don’t have a reason
it’s cause it’s hip hop
nothing special, epik high
just like others jay-z, nas
and of course the classic illmatic and doggystyle
in my mind, krs-one
and ready to die, eminem
and the chronic and the next classic 2001
gang starr, black star, eric b
rakim, pete rock and cl smooth
they juss keep poppin
that’s all i listened to
i was like an old lady
i had so much to say that it
wasn’t enough with what other people told me
first, i forced it
layer after layer, calling it lyrics
and that was it! uh that was it
when i became me
on the white paper in between my textbooks
i put myself
and i erased it, emptied it
i was free on top of the beat
seven years ago or now
it’s the same, this is the most me

i’ll be down for your rap
i’ll be down for your rhythm
it still makes my heart pound
it makes me be the real me
yeah i love this

(hip! hop!) has the scent of humans
(hip! hop!) writing down my life
(hip! hop!) is now part of my life
(hip! hop!) yeah this ma (hip! hop!)

yo ma hiphop enrollment?
i felt it with my body as i entered
boogaloo, king tut, old school rhythms
entrusting the beat with rhyme and my tongue
it shows its prominence, it’s rap dance time
yeah ma role model
dynamic duo, verbal with epik high
i’m still inexperienced as i write my resume
breaking down my namelessness, flying on stage
they helped me get up when i didn’t know anything
the artist, ring that rang through my heart
expressing it with their bodies, biggie, 2pac, nas
i found out more about myself
hope hope world
before i made my own world, cole world
ever since he shone on friday nights
i got inspiration and wrote my songs
mac miller, kanye, kendrick
their music hits my ears
the best musicians that affixed
my life’s borders that went crazy every day
endless diction, all right, my instincts choose
whatever rap it is, whatever dance it is
my response is sensual
now my life melts with hip hop
today, i’m wild for the night, my body
feel like a$ap a$ap

i’ll be down for your rap
i’ll be down for your rhythm
it still makes my heart pound
it makes me be the real me
yeah i love this

(hip! hop!) has the scent of humans
(hip! hop!) writing down my life
(hip! hop!) is now part of my life
(hip! hop!) yeah this ma (hip! hop!)

hip hop has found me
just like a child looks for his mother
it came into my life naturally
i was just an elementary student back then
i set up my dream then
i want a rapstar, as others
i hated living the same, the prematurity of a little kid
even if people hold me down and warn me
hip hop persists in me
and completely turns me inside out
the young me used to write
my 16 bars on the corner of my textbooks
thanks to that, i threw away my secure life
and went to a studio in namsan-dong, daegu
all night, i sharpened my blunt pen tip
at the end of my efforts
instead of having a language marks for school
i filled up my rhymes
which made my dreams come true
everyone asks me, what is hip hop?
then i confidently answer, my everything
as a result, my life has buried itself into music
if loving this culture is a sin
i’ll die over a hundred times

i’ll be down for your rap
i’ll be down for your rhythm
it still makes my heart pound
it makes me be the real me
yeah i love this

(hip! hop!) has the scent of humans
(hip! hop!) writing down my life
(hip! hop!) is now part of my life
(hip! hop!) yeah this ma (hip! hop!)",FALSE,FALSE,,BTS,FALSE,KOR,FALSE
45,Dark and Wild,Dark and Wild,2014-08-19,5,Let Me Know ,,Let Me Know ,"on top of this ending tune
i am standing here alone
now tell me
that it’s over, let me know

suddenly, rain wells up in my eyes
you well up, i see you even when i breathe
love blooms like cherry blossoms but burns and becomes ashes
hey girl i know, the conclusion you made by yourself
your hand, your body, your body heat that was hotter than the equator
i’m still here, on repeat on top of the disappeared tune
i’m turning by myself on top of this music that has ended

on top of this ending tune
i am standing here alone
now tell me
that it’s over, let me know

girl let me know
girl let me know
although i already know everything is over
just so no regrets are left behind
girl let me know
girl let me know
girl let me know
tell me something
i just wanna know
i just wanna know
my lingering feelings are trying to withstand the end
so please tell me something, girl let me know

the promises we made disappeared with the time we spent together
the dominos have fallen with our breakup
like juliet and romeo
did i like you too much?
the heat between me and you won’t cool down
now i look back at the film with you
too early to do anything by thinking of you
you took away my stars at night, my sun at day
only leaving me with the darkness of a single cold cloud
if there are hellos, then there’s bound to be goodbyes? never ever
i don’t care about that, i don’t want to stick to that
i’ll turn away, hypnotizing myself

on top of this ending tune
i am standing here alone
now tell me
that it’s over, let me know

girl let me know
girl let me know
although i already know everything is over
although you’re over me
girl let me know
girl let me know
girl let me know
tell me something
i just wanna know
i just wanna know
my lingering feelings are trying to withstand the end
so please tell me something, girl let me know

maybe we’re all just a bunch of fools
everyone lives with a love that has come to an end
it’s not that i still have feelings for you
i know we can’t work out
but why does it feel like i’m having indigestion?
as if my insides will explode, cries come up my throat, making me throw up
in my imagination, i fight with you, make up with you and understand you
your hand gestures, your eyes, they are faded but not gone
why won’t it go away?
why won’t it go away?
why won’t it go away?

girl let me know
girl let me know
although i already know everything is over
although you’re over me
girl let me know
girl let me know
girl let me know
tell me something
i just wanna know
i just wanna know
my lingering feelings are trying to withstand the end
so please tell me something, girl let me know

let me know",FALSE,FALSE,,BTS,FALSE,KOR,FALSE
46,Dark and Wild,Dark and Wild,2014-08-19,6,Rain ,,Rain ,"(the thick color of a rainy day in seoul)
the racing cars, the squirming umbrellas all over the place
it’s cloudy and the air is clear
(the rain stops and the reflection in the puddle)
with a light gray background, why am i standing here?
i don’t know if i have a lot of thoughts or no thoughts at all
i wake up when it’s just about to get bright outside
i brush back my hair when my exhausted hands
the memopad with the song i couldn’t complete last night
i’ll finish it today as i shut my eyes and let out a sigh
what excuse can i give? i try to make something up
it’s unfinished anyway so i’ll just make anything up
then i turned my eyes to the window and everything looks gray
gray city, gray buildings, gray roads, gray rain
everything in this world is slow
my younger sibling who woke up keeps talking back
i keep opening and closing the innocent refrigerator
with the unknown empty feeling that washes over me
i think that i should just go outside
without even an umbrella
i can clearly hear the rain hitting the earth
i smile, it’s the best background music
like a crazy guy, i start to hum
i wonder what time it is
the thick color of a rainy day in seoul
i still can’t fall asleep as i fade away
the rain stops and the reflection in the puddle
i see myself looking more miserable today
it’s a rainy night, the rain knocks on my window, it hits my heart
with my sore shoulders, i look at my phone and see a text, “how are you these days?”
my friend’s text gets my emotions going
as i inhale the scent of the wet rain, i stretch and go to the bathroom
then i greet myself, half asleep in the mirror
i have no one to meet but i take a longer shower than usual
rain is still falling outside the house
i have no where to go but i take my umbrella
and walk outside without a plan
as if the rain wants its existence to be known, my shoes get dirty
am i someone who engraved my existence to you like the rain?
if not, am i just someone who came and went like a rain shower?
the thick color of a rainy day in seoul
i still can’t fall asleep as i fade away
the rain stops and the reflection in the puddle
i see myself looking more miserable today
i get up and when i feel sore, i look out the window
as if it knows how my body feels, the rain is falling
as i look at the raindrops welling up in the window, i felt it
the tears that were flowing down my heart
with that strange feeling, i look outside and it looks like my situation
the rain that falls like a melody makes everything seem andante
i get ready and leave, opening the umbrella that was as wrinkled as my face
as i walk, the moment i heard the rain
i wondered who this rain was falling for
a sound that hits against the lonely gray cement
come slow down
the thick color of a rainy day in seoul
i still can’t fall asleep as i fade away
the rain stops and the reflection in the puddle
i see myself looking more miserable today
even when this rain stops, when the clouds go away
i stand here, just the same
without saying anything, looking at the world
there, a not so beautiful me is looking at myself
in this rain
in this rain",FALSE,FALSE,,BTS,FALSE,KOR,FALSE
