"","Artist","Album_Name","Track_Title","Track_Id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Y"
"5774","DEAN","130 Mood : TRBL","D (Half Moon)","3uA8SjMyDtwtt0jLPMQbVD",0.512,0.765,7,-5.252,1,0.136,0.246,0,0.0573,0.519,169.709,229360,4,65
"4655","MONSTA X","Take.1 Are You There?","Underwater","0IeRuCKihaeLK7QQEcbliI",0.662,0.774,0,-4.655,1,0.0938,0.132,0,0.131,0.39,101.05,226041,4,38
"522","BoA","Peace B.REMIXES","LISTEN TO MY HEART - AKIRA'S UN MOMENT REMIX","0Gfhu7zRfDYumHbMeKxiwr",0.736,0.807,10,-5.153,0,0.144,0.00773,9.76e-05,0.136,0.835,90.978,210733,4,5
"3813","BTS","You Never Walk Alone","Lie","66N38jZOApS3dGhy8ijBVV",0.541,0.779,6,-5.581,0,0.033,0.00338,0,0.177,0.501,94.069,215753,3,48
"5325","TAEYEON","Purpose - The 2nd Album Repackage","Gravity","0ssPVeVjOXzMvfsekdNe4H",0.582,0.542,10,-4.82,1,0.0374,0.0902,1.17e-06,0.112,0.166,153.877,239500,3,40
"5221","BTOB","24/7 (TWENTY FOUR/SEVEN)","未来(あした)/ 미래","4StGdrc5YrbDlhPiu9SAs3",0.669,0.831,5,-2.95,1,0.0274,0.108,0,0.111,0.72,116.998,233452,4,15
"6976","Epik High","Remapping the Human Soul","Fan","4X0IXobYpLPiAN2ilOtMnM",0.627,0.845,11,-3.397,0,0.104,0.0596,0.0152,0.0602,0.78,166.013,224480,4,42
"1616","Super Junior","Time_Slip - The 9th Album","SUPER Clap","52ubrjNeYr0bJNuYGmxfpV",0.768,0.951,0,-4.404,1,0.183,0.0452,0,0.275,0.878,140.026,209152,4,48
"8135","Eddy Kim","The Manual Deluxe Edition","The Manual","54r8KibtmiMzKnj5qAKpg9",0.765,0.237,2,-9.765,0,0.0563,0.766,0,0.103,0.605,94.255,181570,4,39
"806","BIGBANG","2016 BIGBANG WORLD TOUR [MADE] FINAL IN SEOUL LIVE","Haru Haru - Live","7ADw9GQ6A97ytTLwUAciFa",0.583,0.615,6,-5.422,1,0.0426,0.424,0,0.79,0.429,126.035,309777,4,31
"5796","PENTAGON","Universe : The Black Hall","Dr. BeBe","2z0LVG9G2SpFaT5bHyWwjK",0.574,0.881,7,-1.632,0,0.069,0.0106,0,0.36,0.576,142.079,191933,4,50
"2945","f(x)","4 Walls - The 4th Album","Rude Love","3hgnOyJFaj7RGhPeBDhonx",0.65,0.881,5,-4.735,0,0.0432,0.0472,0.000998,0.128,0.544,124.99,258755,4,39
"7353","GIRIBOY","Sexual Perceptions","OUTRO","3rTY3YsJFE3153H1FM5TMP",0.457,0.738,5,-5.283,0,0.371,0.0625,0,0.156,0.612,69.253,257264,4,12
"7932","Eric nam","Before We Begin","Come Through","3p3zv2zj45B7MzSsy33VYf",0.819,0.596,2,-5.006,1,0.133,0.235,0,0.102,0.652,123.031,170093,4,48
"2256","SHINee","FIVE","Nothing To Lose","2eZn9iDBfZaXOe7v9FPT1y",0.57,0.919,2,-3.11,1,0.0791,0.0328,0,0.172,0.77,110.016,182747,4,21
"338","BoA","Hurricane Venus - The 6th Album","Romance","42As51JzVg1vvh85c7LA6p",0.311,0.319,7,-7.59,0,0.0291,0.743,5.12e-05,0.128,0.134,106.84,308040,4,9
"2012","Super Junior","쏘리 쏘리 Sorry, Sorry - The 3rd Album","니가 좋은 이유 Why I Like You","0ZVAUR4AaS9qSRL8Qs5XaS",0.728,0.857,8,-3.931,0,0.0302,0.00159,0,0.116,0.885,125.975,225227,4,37
"5494","YUJU","Monthly Project 2018 Yoon Jong Shin","Do It Now","5yfMjoCYLvAC9arDz45KWe",0.529,0.787,10,-5.001,1,0.0664,0.573,0,0.174,0.376,89.611,238879,4,8
"6475","iKON","iKON JAPAN DOME TOUR 2017 ADDITIONAL SHOWS","RHYTHM TA - REMIX (Rock Ver.) iKON JAPAN DOME TOUR 2017 ADDITIONAL SHOWS","0awHumMO5p2aqq72K9MIry",0.376,0.978,7,-4.505,1,0.299,0.0059,0,0.949,0.28,174.26,228707,4,10
"3154","2NE1","To Anyone","Can't Nobody - English Version","39jcHJpE1lT1iYGxaCofEM",0.783,0.778,9,-2.545,0,0.0446,0.0459,0,0.0668,0.686,129.965,208053,4,44
"8065","DAVICHI","Amaranth","별이 빛나는 밤","47yDRuiy7d0W0TCl4vLQRh",0.657,0.606,7,-4.946,1,0.0253,0.135,0,0.172,0.564,111.951,238093,4,0
"5759","Apink","Pink MEMORY","Remember (inst) (Instrumental)","0FXNyACDzGbVmPVlbjSyw1",0.744,0.879,1,-5.378,1,0.0605,0.00175,0.32,0.341,0.587,120.032,233490,4,11
"4679","MONSTA X","THE CODE","Tropical Night","3U6N2WQEepLz2fTdYDf0WJ",0.67,0.881,5,-2.579,0,0.0723,0.0416,0,0.456,0.806,140.068,223648,4,37
"4468","GFRIEND","GFRIEND The 5th Mini Album Repackage <RAINBOW>","Summer Rain - Instrumental version","3vbgyLLg5seRyUYnRjFQ5G",0.442,0.803,6,-5.315,1,0.0282,0.000287,0.794,0.256,0.374,104.143,200199,4,25
"5741","Apink","Dear","0419 (inst) (Instrumental)","60VY2yEYqNC6QofhnpIroa",0.611,0.566,3,-7.778,1,0.0279,0.0258,0.918,0.154,0.18,144.087,255980,4,11
"5244","BTOB","Born TO Beat (Asia Special Edition)","Insane","2Q05L79NjiiECBDhdUemFO",0.638,0.857,1,-4.607,0,0.0465,0.0116,0,0.192,0.569,129.901,217313,4,44
"4778","NCT 127","NEO CITY : SEOUL– The Origin – The 1st Live Album","Wake Up - Live","3MLSLZ8vEYNOBQfFgZ6quF",0.665,0.906,10,-5.704,0,0.0872,0.0226,0.0145,0.743,0.449,139.935,242465,4,22
"3750","BTS","MAP OF THE SOUL : PERSONA","Jamais Vu","7cgWWkpUaS94xoWI8lMGiI",0.608,0.47,8,-6.73,1,0.0428,0.226,0,0.0963,0.241,81,227275,4,70
"2136","Wonder Girls","REBOOT","Rewind","6UNRjSjhTNTu4b8fNEhDya",0.716,0.886,1,-3.658,1,0.0327,0.576,0,0.322,0.461,105.017,213480,4,42
"5171","MAMAMOO","reality in BLACK","Universe","4qbGJFymUZniG3wlZxTjUj",0.731,0.716,7,-5.534,1,0.065,0.355,0,0.145,0.724,131.988,215587,4,43
"3076","2NE1","2NE1 2012 1st Global Tour - NEW EVOLUTION in Japan","GO AWAY - 2012 NEW EVOLUTION in Japan ver.","2Q767NXkJy43kv6e1LmXKZ",0.645,0.816,6,-4.731,1,0.0486,0.0191,0,0.48,0.544,127.999,231031,4,9
"4813","NCT 127","NCT #127 Regulate - The 1st Album Repackage","No Longer","3eIFdn5DUUO4CNcpbc8aQw",0.565,0.371,1,-7.153,1,0.0299,0.804,0,0.119,0.246,79.987,298360,4,44
"7428","Loopy","QUESTIONS","BONNIE N CLYDE '18","3cKt5TPwQJWxIWJlZDhMgs",0.756,0.687,4,-7.451,1,0.254,0.0919,0.00138,0.0692,0.579,127.972,133125,4,7
"5607","Rain","Rain`s World (Special Edition)","Don′t stop","1b52d06P81yaRv3f25S5uN",0.873,0.769,1,-7.947,1,0.0865,0.0374,0.0172,0.0288,0.874,120.978,228320,4,13
"787","BIGBANG","BIGBANG WORLD TOUR 2015〜2016 [MADE] IN JAPAN : THE FINAL","BLUE - BIGBANG WORLD TOUR 2015〜2016 [MADE] IN JAPAN : THE FINAL","1lMzcHux93Gb83EHeVavBU",0.556,0.842,7,-5.887,1,0.113,0.0842,0,0.644,0.324,124.927,261528,4,23
"4954","Stray Kids","NOEASY","SSICK","04tdHVB1dqr7uT9aiWEGPw",0.669,0.83,5,-2.917,0,0.0936,0.0149,0,0.427,0.502,169.972,190147,4,40
"83","Shinhwa","State Of The Art (Special Edition)","Once In A Lifetime","5pCFSMH7L74ENSN4cKVFPw",0.49,0.674,1,-4.564,1,0.0463,0.33,0,0.0998,0.26,74.904,287933,4,9
"1374","TVXQ","MIROTIC - The 4th Album Special Edition","RAINBOW","1ISy54R4hRRj1V0o0YC91K",0.709,0.856,1,-3.39,1,0.0335,0.0874,0,0.208,0.526,109.974,250480,4,11
"8443","Samuel Seo","UNITY","Happy Avocado","6pIGTDazlrxxHtSdBBRL1V",0.607,0.495,7,-7.376,0,0.0945,0.466,1.29e-06,0.361,0.546,101.449,202992,4,11
"6027","WINNER","EVERYD4Y","TURN OFF THE LIGHT (MINO SOLO)","4he1cF9kMtCZ3zXoBnpVty",0.615,0.793,7,-3.725,1,0.258,0.366,0,0.33,0.483,179.845,196824,4,37
"7764","punchnello","Demon Youth","Run It! (Feat. Konsole)","7dJ8MKhSg1PIES3XUtYlsU",0.551,0.96,7,-3.559,1,0.402,0.465,1.07e-05,0.218,0.372,79.899,159560,4,19
"5672","IZ*ONE","Twelve (Special Edition)","La Vie en Rose - Japanese Ver.","4wbaRQCvw5zziGfwATcTdy",0.605,0.927,2,-2.085,0,0.0711,0.0784,0,0.198,0.694,115.932,221543,4,35
"8373","J.Y.Park","Back to Stage","The House You Live","69BNK96j5ppDhn1ZNNBbNh",0.787,0.587,1,-5.593,0,0.0368,0.127,0,0.0458,0.844,93.987,227387,4,22
"2318","SHINee","SHINee WORLD IV – The 4th Concert Album","View - Live","1o3vdIE0bTTV6yKTcR2hCT",0.652,0.921,6,-5.14,0,0.0521,0.0367,0,0.345,0.645,123.963,188467,4,21
"1568","SS501","SS501 S.T 01 NOW","Unlock - Heavy Edition","0KhbLIrQpjfKtMotLzmKux",0.612,0.842,4,-4.54,0,0.0624,0.0509,8.83e-06,0.0776,0.644,98.958,235080,4,10
"5707","4Minute","Diamond","I My Me Mine (Japanese Ver.)","7bGGzX0ECTiAVnkqh5Iw8e",0.651,0.772,11,-2.503,0,0.0529,0.00775,0,0.105,0.519,127.994,205293,4,25
"4802","NCT 127","Awaken","Limitless - Japanese Ver.","6j5VEFT5RIJh6TLiTigCdp",0.612,0.786,7,-5.825,1,0.122,0.00848,0,0.0353,0.478,156.904,247746,4,36
"4555","MONSTA X","The Dreaming","Whispers in the Dark","1qOla2w5bk6jb5C4RCDZyE",0.62,0.665,0,-6.112,0,0.0344,0.147,0.00712,0.123,0.195,142.996,220546,4,53
"6418","iKON","NEW KIDS","ONE AND ONLY - KR Ver.","0hirEJHwZ9bfhSQJEOmCTe",0.596,0.79,10,-3.827,0,0.282,0.0389,0,0.453,0.306,170.662,208840,4,9
"7128","San E","'Not' Based on the True Story","Break Up Dinner (feat. Sanchez)","3Xq0VDCaHHwgScfcSyvIsp",0.417,0.852,4,-4.294,1,0.403,0.673,0,0.278,0.692,182.53,205974,4,23
"1897","Super Junior","Super Show 3 (The 3rd Asia Tour Concert Album)","Shake It Up! - Live","1N1DktPyCXGKgAH59Ux8LB",0.653,0.925,1,-5.312,1,0.0353,0.0063,0,0.213,0.866,138.029,186212,4,10
"7295","DPR LIVE","IS ANYBODY OUT THERE?","NEON","72KXAGlKfL9Y3FJPcsMrzZ",0.586,0.949,10,-4.535,0,0.158,0.0357,0.000293,0.491,0.678,183.936,200813,4,51
"5756","Apink","Pink MEMORY","What A Boy Wants","6QkZNCdfAGkeL9efjrMXKi",0.689,0.816,11,-3.734,1,0.0365,0.151,0,0.552,0.859,100.033,208987,4,21
"4846","NCT 127","NCT #127 - The 1st Mini Album","Switch - Bonus Track","2xL2yWZsd3cvEk4heGkctC",0.871,0.65,1,-4.829,1,0.0605,0.104,0,0.0867,0.421,112.046,184671,4,44
"3985","GOT7","I WON'T LET YOU GO (Complete Edition)","SEESAW","7Axxzd54bcm9ATCns93vhN",0.666,0.689,6,-3.856,1,0.0274,0.0548,0,0.134,0.519,93.021,214773,4,36
"8208","Sung Si Kyung","DRAMA","プライマル","2erBsVHB8m90u9pqwzan9s",0.545,0.644,7,-6.088,1,0.0244,0.13,1.61e-06,0.382,0.403,95.001,292987,4,9
"4459","GFRIEND","GFRIEND The 5th Mini Album Repackage <RAINBOW>","Intro (Belief)","0ZLHBXIaP9kPbHkyTtM6of",0.6,0.867,6,-5.647,1,0.0263,0.174,0.415,0.117,0.501,105.972,72207,4,22
"1254","TVXQ","TENSE - The 7th Album","Love Again","7se6RK8zmxcY4KKaNUz3Y1",0.639,0.735,1,-4.11,1,0.0341,0.446,0,0.357,0.385,129.931,232014,4,16
"5636","Rain","RAIN 2","왜 하필","1HgImRG30rrVftlmbglXNw",0.775,0.735,10,-5.254,0,0.0611,0.192,1.3e-06,0.359,0.876,95.013,214133,4,11
"7477","Jay Park","The Road Less Traveled","Twilight (Feat. Woo & Jarv Dee) (Prod. by Cha Cha Malone)","0RUaz6IYpApUhvbWfMHcVj",0.798,0.652,1,-6.532,1,0.217,0.0377,6.97e-05,0.0899,0.447,140.036,237440,4,29
"7783","Wonstein","frankenstein","avatar book","19KNWA2V4Yw8PBne2haVQH",0.708,0.792,11,-5.556,0,0.0504,0.684,0.71,0.103,0.605,139.933,146571,4,18
"443","BoA","Girls On Top","I SPY","5Xm1iFb9cnyDSRWsUoZr2N",0.796,0.875,7,-4.441,1,0.0518,0.0184,0.00145,0.372,0.824,109.984,199307,4,10
"4571","MONSTA X","One of a Kind","Addicted","1BBNX3VBikQkDdNMJ201kk",0.445,0.836,10,-2.232,1,0.132,0.156,0,0.178,0.7,127.928,186480,4,46
"1890","Super Junior","Super Show 3 (The 3rd Asia Tour Concert Album)","Looking for the Day - Live","0GZbA8KFE3fSpmxUmKwUz4",0.513,0.777,9,-5.934,1,0.0255,0.00788,2.53e-06,0.405,0.369,82.026,185316,4,13
"8057","DAVICHI","Vivid Summer Edition 1st Amaranth Repackage Album","이별의 반대 말","3pGHELt31hybgjpsu8bow7",0.491,0.495,2,-7.114,1,0.029,0.623,0,0.119,0.351,139.787,228933,4,8
"3604","EXO","The 1st Album 'XOXO' (Repackage)","3.6.5 - Chinese Version","4YLOcmfKP0VpwUvxZakCJG",0.768,0.816,8,-2.988,1,0.0544,0.118,3.79e-06,0.0496,0.858,131.001,185091,4,30
"7008","Epik High","Black Swan Songs","Follow The Flow (Street T's Diamond Remix)","183i6TgTPlfiNgmfvTj46a",0.793,0.876,1,-4.976,1,0.178,0.0035,5.87e-06,0.155,0.565,102.525,223213,4,9
"1099","SNSD","BABY BABY - Girls' Generation Repackage","7989 (KANGTA & TAEYEON)","2opcf7L4fSnbvHIu0LF6yA",0.79,0.598,5,-6.085,1,0.0295,0.42,0,0.0905,0.365,98.971,212520,4,14
"4817","NCT 127","NCT #127 Regulate - The 1st Album Repackage","Come Back","5PcZmtPJJCi92tYHIzWbpe",0.739,0.85,4,-4.63,0,0.21,0.0214,0,0.131,0.573,111.986,205747,4,36
"1915","Super Junior","Super Show 3 (The 3rd Asia Tour Concert Album)","Knock, Knock, Knock - Studio Version","6puEqDgw6GKlAFYjO18m9y",0.69,0.584,2,-5.065,1,0.0298,0.311,0,0.089,0.84,147.008,238526,4,10
"5705","4Minute","Diamond","Can`t Make Up My Mind","1ry6WbDeLHuHnqtf1WN91g",0.408,0.74,7,-5.488,0,0.0368,0.123,0.000377,0.184,0.419,115.02,223293,4,9
"7150","Simon Dominic","Simon Dominic Presents `SNL LEAGUE BEGINS`","Complex 3","03uf0yi9xMzEiaDwtyBtJo",0.718,0.943,6,-2.547,0,0.171,0.0162,0,0.37,0.718,94.05,223000,4,18
"3894","BTS","The Most Beautiful Moment in Life Pt.1","Converse High","6ZITsss1URNOIKhniylpBP",0.724,0.793,1,-3.982,1,0.0895,0.0597,0,0.201,0.817,98.003,209715,4,63
"1505","TVXQ","TRI-ANGLE - 1st Album","지금처럼","2P91fxm1WlyOr4qNs3qwRW",0.584,0.787,8,-5.861,1,0.114,0.254,0,0.134,0.465,139.934,261040,4,21
"7906","LeeHi","4 ONLY","Savior (feat. B.I)","0DYvTdqBqW6erA1a7pFzVo",0.807,0.501,10,-6.397,0,0.0377,0.645,1.53e-05,0.262,0.401,94.958,215560,4,57
"6489","iKON","Return","SINOSIJAK","7sH4bGIhNwnWOCrh2Rp9ss",0.673,0.78,7,-4.134,1,0.198,0.0521,0,0.0947,0.329,101.032,188060,4,40
"5051","Stray Kids","Mixtape","4419","3jMozM7QoJvISBip9smWYu",0.567,0.83,6,-2.933,1,0.0566,0.391,0,0.07,0.659,85.951,193087,4,24
"1917","Super Junior","Mr.Simple - The 5th Album Repackage","A-CHA","4WViO9vKhU4imbEj5ykdoY",0.759,0.717,2,-1.65,1,0.0489,0.00887,0,0.119,0.85,125.051,200467,4,41
"8095","Roy Kim","Love Love Love","12 O'Clock","4lVwNSVFpjOksOU7IFLlly",0.559,0.187,9,-14.104,1,0.0324,0.904,7.24e-05,0.113,0.207,110.235,224440,4,18
"3118","2NE1","2NE1 1st Japan Tour ""NOLZA in Japan""","LONELY - “NOLZA in Japan”Ver.","2P1RWp84qc4IfJ5f7sPp1A",0.482,0.52,4,-6.394,1,0.0292,0.503,0,0.545,0.431,93.267,209636,4,10
"6329","HEIZE","She's Fine","E.T's Letter - Empty Version","7hRYws6BmTAQioxOTPHlQo",0.484,0.491,9,-6.165,0,0.0563,0.101,0.0661,0.13,0.0803,203.725,67916,3,26
"7542","Jay Park","Worldwide","SEATTLE 2 SEOUL","4C5jByeJgGBuyr3Zr1fgff",0.515,0.712,1,-5.763,0,0.0638,0.129,0,0.329,0.536,130.054,165543,4,24
"4027","GOT7","Present : YOU","My Youth","38u3ye3vz5k67AlwndgWDb",0.58,0.761,0,-3.34,1,0.0303,0.0529,0,0.113,0.432,105.051,212820,4,39
"5364","TAEYEON","My Voice - The 1st Album","I Got Love","1IgRQvTqj7BKjNWRzjFEE0",0.693,0.705,7,-5.67,0,0.158,0.543,1.4e-06,0.108,0.828,101.956,190008,4,38
"845","BIGBANG","MADE SERIES","LOSER","0ncaOFo7rlFimt0qFptPWe",0.62,0.739,0,-4.236,0,0.0516,0.392,0,0.188,0.495,89.932,221133,4,44
"4358","TWICE","Twicecoaster: Lane 1","Jelly Jelly","7a2QLFestFOeQ03xBBX6E0",0.705,0.889,9,-1.258,1,0.13,0.115,6.43e-06,0.325,0.884,163.936,210627,4,50
"7251","Nafla","LooFla","ABC","69ouKr37YAkoMJi4Fae3Fm",0.886,0.591,0,-7.764,1,0.28,0.155,0,0.065,0.547,137.999,196813,4,15
"5761","Apink","UNE ANNEE","UNE ANNEE","0PWsEyagh5eurAv3uNsc3u",0.368,0.372,6,-9.98,1,0.0505,0.548,0.00482,0.118,0.555,178.21,55864,4,18
"7013","Epik High","Swan Songs","Yesterday (feat. 고영준)","6GvGfD3WXNKDSVyO0xdB55",0.761,0.844,11,-4.28,0,0.161,0.158,0,0.341,0.566,90.021,339093,4,16
"8149","SOYOU","SHE WAS PRETTY OST","A long journey","5VdwwgH4s4UqWjQJ6a8JiU",0.492,0.391,0,-9.279,1,0.0278,0.38,0.926,0.143,0.114,138.042,252381,4,13
"5836","TAEMIN","TAEMIN","Under My Skin","4yyPSplZ3LB7n1KYvhfwtm",0.592,0.702,6,-5.139,0,0.0894,0.0372,0,0.0958,0.472,85.039,226840,4,45
"7840","Jonghyun","JONGHYUN The Collection ""Story Op.1""","I’m sorry","7foTlQj81Z7Ckz9o4tU9yF",0.444,0.323,2,-8.514,1,0.0366,0.939,0,0.158,0.285,112.663,251309,4,40
"2121","KARA","Revolution","Wanna - Instrumental","1Dle6o4uCGjWo6OFFYkaZU",0.586,0.981,10,-4.169,0,0.0472,0.000198,0.721,0.116,0.969,161.01,186933,4,8
"370","BoA","BEST&USA","Sweet Impact","2NeqCgZy3uFjJYmyOdbdlL",0.687,0.921,6,-2.035,0,0.0331,0.0239,0.0254,0.0929,0.895,106.98,299360,4,20
"3516","EXO","LOVE ME RIGHT - The 2nd Album Repackage (Chinese Version)","What If.. - Chinese Version","4hTovEDlvAY8vQCcXsW7vy",0.655,0.485,3,-5.631,0,0.0338,0.184,0,0.0676,0.499,117.979,258955,4,17
"2473","SHINee","SHINee World (The 1st Asia Tour Album)","The SHINee World (Doo-Bop) - Rearranged Version, Live","0iK4OQBSzXX5mYAnxnA00j",0.782,0.826,5,-6.403,0,0.0466,0.019,1.75e-05,0.33,0.464,112.006,272947,4,19
"4104","GOT7","MAD Winter Edition","손들어 Put them up","7BL5wrRcT4lSCejvBym1Vn",0.724,0.847,10,-2.993,0,0.0456,0.0142,0,0.195,0.502,99.92,188393,4,27
"6407","iKON","NEW KIDS","I'M OK","59ifgLYGgTOPgcpUzYbgdG",0.68,0.639,0,-4.246,1,0.0332,0.26,0,0.0923,0.385,89.959,217640,4,31
"3014","2NE1","2014 2NE1 WORLD TOUR 〜ALL OR NOTHING〜 in JAPAN","I DON'T CARE - 2014 WORLD TOUR 〜ALL OR NOTHING〜 in JAPAN Ver.","13p7RAJMusNnGzHVgBXjwC",0.541,0.898,1,-8.267,0,0.126,0.0167,0,0.842,0.521,131.883,286653,4,17
"7802","Zion.T","Red Light","Two melodies","1oTdXaj3rG7ZM4gbdvjqb3",0.738,0.431,1,-7.341,1,0.0757,0.75,1.55e-05,0.114,0.348,92.038,211857,4,41
"7305","GIRIBOY","avante","Lion","3rK40LKORJj5dVaL6jNQYF",0.477,0.864,2,-4.522,1,0.241,0.162,2.67e-06,0.122,0.151,82.276,145133,4,26
"691","BIGBANG","BIGBANG10 THE CONCERT : 0.TO.10 -THE FINAL-","PRETENDED + DOOM DADA - BIGBANG10 THE CONCERT : 0.TO.10 -THE FINAL-","6DN9UmGsuys7JhvbNO1JlB",0.36,0.974,0,-4.924,0,0.37,0.0561,0.00011,0.882,0.168,77.932,407000,4,24
"8282","Sung Si Kyung","The Ballads","Who Do You Love","2F3o169nWUCtIf0HncqzRo",0.857,0.627,0,-7.029,0,0.0335,0.213,0,0.0607,0.97,127.977,236573,4,12
"899","BIGBANG","2013 BIGBANG Alive Galaxy Tour - The Final In Seoul","Bad Boy - Live","0nJKJbiVZYETjhYwXuzErS",0.56,0.977,11,-3.032,0,0.125,0.0274,0,0.361,0.362,75.023,263023,4,14
"1205","TVXQ","THE 4th WORLD TOUR 'Catch Me' LIVE ALBUM","꿈 Dream - Live","1UylpfbgYN8YStEK7tnltr",0.232,0.936,5,-2.859,1,0.09,0.00791,4.26e-05,0.913,0.429,185.816,235364,4,11
"923","BIGBANG","BIGBANG ALIVE TOUR 2012 IN JAPAN SPECIAL FINAL IN DOME -TOKYO DOME 2012.12.05-","WEDDING DRESS - TOKYO DOME 2012.12.05","0PjgHwaexXhqz4RpCXZHpu",0.502,0.901,0,-6.924,1,0.0473,0.00714,9.58e-06,0.963,0.521,134.014,189360,4,12
"5144","MAMAMOO","I SAY MAMAMOO : THE BEST","I Miss You 2021","3RNY4PUp5Zz7FruzFB3IYU",0.591,0.583,1,-4.334,0,0.0337,0.394,0,0.0924,0.158,115.847,263627,4,44
"5945","WINNER","WINNER THE BEST ""SONG 4 U""","RAINING - JP Ver.","6jw7fVMmHrs9YAx7iw0Ttx",0.678,0.656,7,-6.184,1,0.0349,0.263,0,0.0876,0.254,89.997,223093,4,13
"4628","MONSTA X","FOLLOW - FIND YOU","Follow","7ri0aUbwDcItOnQbywEGU5",0.638,0.93,0,-2.214,1,0.0923,0.0305,2.38e-06,0.228,0.734,109.961,213440,4,54
"3321","EXO","OBSESSION - The 6th Album","Trouble","5vZU1sYp7e1osTKWIMtof5",0.572,0.8,7,-4.421,1,0.137,0.321,0,0.511,0.767,76.022,197227,4,49
"6572","iKON","iKON SINGLE COLLECTION","APOLOGY","6M4INMhBWVt1WPLIDgrE1F",0.562,0.823,6,-3.567,1,0.0696,0.478,0,0.096,0.458,149.795,233507,4,15
"6853","Epik High","EPIK HIGH - SHOEBOX","막을 올리며 Encore","03DZZDvcEeK9E7iv24f8Gr",0.569,0.74,4,-6.163,0,0.304,0.141,0.000186,0.731,0.164,81.921,274350,4,34
"2538","SHINee","Lucifer - The 2nd Album","A-Yo","7KLg08N1kcVQKK96LL5eBG",0.351,0.874,8,-2.518,1,0.0832,0.317,0,0.116,0.449,85.307,267120,4,35
"3818","BTS","You Never Walk Alone","Awake","1GZ4rjIbktlYy1n7zmyCmq",0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803,226161,4,48
"5952","WINNER","WINNER THE BEST ""SONG 4 U""","WE WERE - JP Ver.","4i3xlsaNc9u3jDUO9XPXWH",0.81,0.732,3,-5.634,1,0.0437,0.388,0,0.0743,0.538,106.018,235960,3,10
"689","BIGBANG","BIGBANG10 THE CONCERT : 0.TO.10 -THE FINAL-","HIGH HIGH - BIGBANG10 THE CONCERT : 0.TO.10 -THE FINAL-","37psmmUAm84llMst8n4Qkf",0.547,0.982,10,-4.018,1,0.0909,0.0443,0,0.749,0.529,129.936,201853,4,21
"2162","Wonder Girls","2 Different Tears","2 Different Tears - Remix","2Cw1yLfHAgN1X8knGkJVi5",0.787,0.632,8,-5.933,0,0.0405,0.0295,0.000218,0.117,0.539,123.997,220840,4,10
"5867","SEUNGRI","THE GREAT SEUNGRI","SWEET LIE","51aVyZdoiaA5N4OS8InNzJ",0.684,0.828,10,-4.816,0,0.0511,0.176,1.35e-06,0.119,0.514,124.974,178740,4,28
